,Global_active_power,Global_reactive_power,Voltage,Global_intensity,date_time,meterings
29,0.268,0.0,242.53,1.2,2007-08-11 16:15:00,0.0
30,0.21,0.0,244.11,1.0,2010-06-13 05:10:00,0.0
31,2.238,0.0,233.23,9.6,2007-02-14 18:15:00,0.0
32,0.32,0.122,243.29,1.4,2007-02-04 03:01:00,0.0
33,0.726,0.204,241.94,3.0,2008-12-23 21:36:00,5.0
34,0.254,0.052,241.99,1.2,2010-11-17 01:36:00,0.0
35,1.672,0.204,240.77,7.0,2010-08-29 19:37:00,18.0
36,0.398,0.146,244.35,1.8,2010-10-23 02:42:00,2.0
37,4.208,0.59,238.4,17.8,2009-12-12 17:07:00,35.0
38,0.446,0.106,241.8,2.0,2009-11-05 17:24:00,1.0
39,0.57,0.276,241.47,2.8,2007-12-07 20:27:00,2.0
40,1.48,0.07,239.68,6.2,2010-11-24 15:37:00,19.0
41,2.08,0.246,236.32,8.8,2008-11-15 08:46:00,18.0
42,0.306,0.0,242.47,1.4,2009-04-30 05:06:00,1.0
43,0.87,0.046,246.29,3.6,2008-06-12 23:22:00,0.0
44,0.636,0.086,237.09,2.8,2007-02-22 18:04:00,1.0
45,1.572,0.138,243.22,6.4,2007-01-13 14:41:00,19.0
46,0.368,0.378,244.35,2.0,2007-11-06 20:25:00,2.0
47,0.386,0.21,240.83,1.8,2007-11-04 04:28:00,1.0
48,0.524,0.0,239.32,2.2,2007-07-04 16:36:00,0.0
49,0.526,0.302,241.27,2.4,2007-08-26 22:26:00,1.0
50,0.398,0.236,243.8,1.8,2009-10-31 00:55:00,2.0
51,0.322,0.23,238.59,1.6,2008-07-22 05:33:00,1.0
52,0.246,0.14,238.97,1.2,2009-08-27 10:05:00,1.0
53,0.146,0.046,243.39,0.6,2010-09-15 11:16:00,1.0
54,1.63,0.152,240.91,6.8,2010-03-13 12:08:00,20.0
55,0.306,0.234,242.85,1.6,2007-06-23 23:53:00,0.0
56,3.784,0.0,238.68,16.0,2008-04-02 07:35:00,17.0
57,2.144,0.32,239.97,9.0,2009-12-26 21:28:00,19.0
58,0.434,0.204,247.87,1.8,2010-02-18 03:48:00,1.0
59,2.6,0.286,236.31,11.0,2007-11-27 20:52:00,0.0
60,0.082,0.0,242.27,0.2,2008-08-23 02:04:00,1.0
61,0.248,0.048,240.49,1.2,2009-04-10 09:31:00,1.0
62,1.362,0.0,241.79,5.6,2008-04-16 08:26:00,18.0
63,1.728,0.404,237.52,7.4,2008-11-06 20:14:00,12.0
64,0.184,0.0,242.32,0.8,2007-10-06 00:58:00,0.0
65,3.166,0.262,237.41,13.4,2008-04-08 22:07:00,12.0
66,1.424,0.358,239.9,6.2,2008-01-06 17:49:00,3.0
67,1.508,0.108,238.05,6.4,2008-01-22 07:22:00,0.0
68,0.676,0.0,239.57,2.8,2007-11-11 09:01:00,0.0
69,1.554,0.078,242.7,6.4,2009-01-12 11:14:00,19.0
70,0.188,0.07,233.89,0.8,2007-07-21 12:36:00,0.0
71,1.014,0.19,239.08,4.4,2007-02-09 10:07:00,1.0
72,3.69,0.172,238.91,15.4,2010-06-21 22:06:00,39.0
73,0.312,0.058,241.78,1.4,2009-07-14 08:10:00,1.0
74,3.348,0.054,237.0,14.0,2007-02-22 08:09:00,17.0
75,1.558,0.118,241.64,6.4,2009-09-24 10:42:00,18.0
76,0.284,0.0,242.71,1.2,2007-03-18 16:25:00,0.0
77,0.384,0.206,241.71,1.8,2008-09-13 18:42:00,0.0
78,0.328,0.284,234.78,1.8,2007-07-19 19:50:00,1.0
79,0.298,0.062,244.44,1.2,2007-11-27 05:11:00,0.0
80,1.324,0.0,244.03,5.4,2008-12-02 03:31:00,19.0
81,4.054,0.37,237.68,17.0,2008-11-23 19:11:00,19.0
82,2.148,0.122,237.26,9.0,2007-06-12 21:52:00,0.0
83,2.36,0.268,239.25,10.0,2010-03-14 19:58:00,2.0
84,2.594,0.046,241.37,10.6,2008-03-30 04:14:00,39.0
85,0.398,0.258,243.87,2.0,2008-05-14 18:28:00,1.0
86,1.34,0.082,241.5,5.4,2010-08-29 05:39:00,20.0
87,0.444,0.13,241.42,1.8,2007-11-11 05:17:00,0.0
88,0.504,0.222,240.34,2.2,2009-11-10 17:16:00,1.0
89,0.236,0.1,239.77,1.0,2010-07-28 18:43:00,1.0
90,0.364,0.05,237.42,1.6,2010-05-05 17:11:00,3.0
91,4.67,0.106,237.22,19.6,2008-06-18 16:15:00,76.0
92,0.318,0.106,235.05,1.4,2008-03-06 05:50:00,0.0
93,0.62,0.222,245.09,2.8,2008-01-11 03:00:00,1.0
94,0.236,0.0,243.63,1.0,2009-11-26 05:59:00,1.0
95,1.438,0.202,242.28,6.0,2009-03-29 02:17:00,0.0
96,0.262,0.104,244.04,1.2,2009-09-07 13:17:00,1.0
97,1.526,0.0,245.88,6.2,2007-12-16 00:20:00,0.0
98,0.242,0.0,242.4,1.0,2009-07-29 04:02:00,1.0
99,2.848,0.556,238.92,12.4,2010-08-28 16:41:00,18.0
100,1.408,0.1,240.77,5.8,2009-10-15 11:22:00,19.0
101,0.358,0.252,244.44,1.8,2009-07-30 15:21:00,2.0
102,0.238,0.0,243.1,1.0,2009-03-18 01:36:00,0.0
103,0.498,0.12,243.42,2.2,2007-06-12 03:33:00,0.0
104,2.386,0.726,236.95,10.6,2007-08-26 20:32:00,1.0
105,0.42,0.192,241.68,1.8,2009-10-16 04:31:00,1.0
106,1.436,0.054,242.6,5.8,2010-09-30 10:37:00,18.0
107,0.49,0.0,236.33,2.0,2007-12-08 01:14:00,0.0
108,0.358,0.096,247.4,1.6,2008-12-15 01:58:00,1.0
109,0.11,0.0,240.28,0.6,2007-09-21 05:38:00,0.0
110,1.3,0.086,237.83,5.4,2010-06-23 09:24:00,19.0
111,0.47,0.208,243.08,2.2,2009-12-05 14:43:00,3.0
113,1.26,0.15,240.51,5.4,2009-04-19 22:13:00,1.0
114,2.302,0.0,243.52,9.4,2009-03-24 07:25:00,19.0
115,0.16,0.138,239.46,0.8,2008-12-08 15:54:00,2.0
116,0.266,0.0,246.75,1.0,2010-09-01 01:22:00,0.0
117,0.292,0.066,237.17,1.2,2007-05-21 18:18:00,0.0
118,0.27,0.106,243.32,1.2,2010-06-20 03:35:00,3.0
119,0.274,0.11,241.08,1.2,2010-06-20 03:54:00,1.0
120,0.2,0.0,244.54,0.8,2008-10-06 00:07:00,1.0
121,0.45,0.172,242.58,2.0,2008-11-20 03:28:00,0.0
122,0.256,0.116,244.21,1.2,2009-10-07 13:31:00,2.0
123,0.37,0.0,248.19,1.6,2008-02-12 05:45:00,0.0
124,0.286,0.128,243.22,1.2,2009-09-15 05:10:00,0.0
125,1.972,0.194,241.87,8.2,2010-01-24 13:25:00,20.0
126,1.82,0.0,239.13,7.6,2010-11-22 13:16:00,18.0
127,3.22,0.62,237.12,14.4,2008-06-18 20:05:00,45.0
128,0.328,0.242,243.01,1.6,2009-07-16 21:22:00,3.0
129,0.356,0.194,243.95,1.6,2007-05-03 23:08:00,1.0
130,0.272,0.116,243.01,1.2,2008-10-06 00:41:00,2.0
131,1.4,0.19,241.58,5.8,2010-09-18 02:42:00,21.0
132,0.22,0.0,242.71,1.0,2007-04-14 22:03:00,0.0
133,0.934,0.246,240.08,4.0,2008-09-30 11:47:00,10.0
134,1.548,0.0,241.95,6.4,2008-10-24 07:27:00,18.0
135,0.584,0.316,235.73,3.0,2008-09-06 10:45:00,2.0
136,0.214,0.0,239.37,0.8,2007-11-04 20:14:00,0.0
137,2.43,0.146,242.97,10.0,2007-12-24 16:52:00,18.0
138,0.362,0.068,244.66,1.6,2010-11-05 14:01:00,0.0
139,2.52,0.0,239.43,11.4,2010-12-06 16:57:00,35.0
140,0.3,0.102,242.85,1.2,2008-02-28 02:41:00,1.0
141,1.502,0.148,245.03,6.0,2009-03-27 09:08:00,19.0
142,1.296,0.054,239.54,5.4,2007-10-18 17:42:00,17.0
143,1.358,0.074,241.05,5.6,2009-10-27 09:35:00,19.0
144,1.302,0.0,237.82,5.4,2008-12-02 16:42:00,18.0
145,0.276,0.064,243.59,1.2,2008-12-28 22:19:00,0.0
146,0.492,0.0,238.82,2.2,2007-05-18 00:03:00,0.0
147,0.344,0.124,244.31,1.4,2010-04-24 08:46:00,1.0
148,4.902,0.256,237.02,20.8,2009-03-22 16:32:00,64.0
149,0.268,0.274,241.06,1.6,2008-08-18 06:07:00,3.0
150,1.334,0.0,238.43,5.6,2008-12-06 10:25:00,1.0
151,0.706,0.268,245.85,3.2,2010-02-28 00:51:00,5.0
152,0.242,0.0,244.39,1.0,2008-11-25 14:27:00,0.0
153,2.758,0.0,240.62,11.4,2008-12-20 18:03:00,18.0
154,2.33,0.11,237.75,9.8,2008-03-31 21:42:00,18.0
155,1.442,0.102,241.97,5.8,2008-09-04 00:03:00,18.0
156,1.394,0.082,240.78,5.8,2010-08-04 10:04:00,18.0
157,0.508,0.092,244.78,2.0,2010-02-28 01:12:00,3.0
158,1.316,0.0,241.76,5.4,2010-01-30 11:29:00,18.0
159,1.67,0.27,238.65,7.2,2007-01-13 18:45:00,0.0
160,3.666,0.36,238.69,15.4,2008-10-02 12:26:00,37.0
161,0.21,0.0,240.83,1.0,2009-09-06 02:37:00,1.0
162,0.272,0.092,243.67,1.2,2010-11-06 17:38:00,1.0
163,0.962,0.166,240.54,4.0,2009-10-30 08:25:00,3.0
164,0.238,0.118,236.22,1.2,2007-07-25 04:54:00,1.0
165,1.72,0.074,237.2,7.2,2007-01-07 10:41:00,17.0
166,0.634,0.422,238.43,3.2,2007-04-06 23:29:00,2.0
167,0.296,0.084,239.16,1.2,2007-07-12 20:46:00,0.0
168,0.226,0.05,246.07,1.0,2009-01-31 01:07:00,0.0
169,0.158,0.0,240.19,0.8,2010-07-16 21:08:00,1.0
170,1.572,0.09,234.74,6.6,2007-05-31 22:16:00,17.0
171,1.76,0.072,237.74,7.4,2010-03-31 08:32:00,20.0
172,0.244,0.08,240.99,1.0,2010-05-07 02:59:00,0.0
173,0.296,0.068,241.93,1.2,2009-05-25 05:12:00,0.0
174,1.74,0.124,237.33,7.4,2008-06-24 10:44:00,19.0
175,2.754,0.056,238.67,11.4,2008-07-24 21:23:00,19.0
176,1.248,0.0,237.56,5.2,2009-09-06 08:46:00,18.0
177,0.32,0.208,238.69,1.6,2009-06-18 14:02:00,1.0
178,0.206,0.084,235.52,1.0,2007-07-21 04:11:00,0.0
179,0.358,0.16,246.46,1.6,2010-12-01 02:43:00,2.0
180,0.924,0.262,238.13,4.0,2009-08-14 08:00:00,1.0
181,1.402,0.102,242.8,5.8,2007-05-09 23:17:00,18.0
182,0.424,0.072,246.28,1.8,2008-03-30 15:14:00,2.0
183,1.474,0.18,239.14,6.2,2009-05-29 17:46:00,18.0
184,2.088,0.0,237.23,8.8,2008-03-19 19:19:00,0.0
185,0.156,0.0,239.01,0.6,2010-07-08 21:39:00,1.0
186,2.034,0.248,241.06,9.6,2008-07-30 22:42:00,26.0
187,1.356,0.18,237.82,5.6,2010-07-25 11:24:00,19.0
188,2.478,0.0,237.31,10.4,2008-06-12 18:56:00,0.0
189,1.714,0.206,240.53,7.2,2009-04-09 08:32:00,20.0
190,0.32,0.264,243.5,1.6,2009-08-15 07:11:00,1.0
191,0.926,0.338,241.66,4.0,2010-08-26 09:58:00,12.0
192,0.296,0.0,244.77,1.2,2008-04-12 00:40:00,0.0
193,0.318,0.1,242.53,1.4,2010-03-07 03:18:00,1.0
194,0.268,0.134,242.4,1.2,2008-05-20 04:18:00,1.0
195,0.366,0.06,234.67,1.6,2007-05-15 06:54:00,0.0
196,0.266,0.144,243.87,1.2,2009-08-22 06:59:00,0.0
197,1.508,0.124,238.1,6.4,2010-05-22 16:25:00,19.0
198,0.38,0.368,239.97,2.2,2008-10-07 14:15:00,2.0
199,0.262,0.0,239.66,1.2,2008-02-23 09:33:00,0.0
200,0.196,0.124,237.63,1.0,2007-07-29 07:17:00,0.0
201,1.266,0.0,242.71,5.2,2010-06-14 08:37:00,19.0
202,0.084,0.0,244.63,0.2,2008-08-23 13:46:00,1.0
203,2.058,0.102,237.17,9.0,2007-04-22 08:27:00,0.0
204,0.344,0.092,247.42,1.4,2007-12-25 02:44:00,0.0
205,2.66,0.096,241.32,11.0,2009-03-30 21:56:00,18.0
206,0.366,0.056,243.29,1.6,2009-05-03 22:17:00,0.0
207,0.262,0.0,245.12,1.2,2010-11-18 15:23:00,0.0
208,3.37,0.158,236.81,14.2,2006-12-31 10:53:00,17.0
209,3.168,0.214,240.49,13.2,2009-01-04 20:09:00,39.0
210,2.29,0.2,242.54,10.2,2010-12-01 11:16:00,18.0
211,1.45,0.186,241.42,6.0,2007-02-11 16:35:00,19.0
212,3.386,0.214,234.41,14.4,2007-01-12 07:48:00,17.0
213,1.528,0.054,240.21,6.4,2008-01-26 09:53:00,19.0
214,0.526,0.0,239.62,2.2,2008-02-04 07:07:00,0.0
215,0.198,0.124,237.69,1.0,2007-07-29 02:12:00,0.0
216,2.54,0.0,231.81,10.8,2010-07-11 20:08:00,17.0
217,0.282,0.076,241.46,1.2,2007-06-03 03:20:00,1.0
218,0.326,0.102,241.27,1.4,2008-09-30 02:26:00,3.0
219,0.326,0.214,242.4,1.6,2010-11-06 20:32:00,3.0
220,1.584,0.172,239.85,6.6,2010-11-10 06:53:00,20.0
221,0.31,0.104,243.73,1.4,2008-11-06 18:02:00,1.0
222,0.286,0.204,240.01,1.4,2007-11-09 15:05:00,0.0
223,1.018,0.116,239.51,4.2,2008-06-22 22:33:00,2.0
224,1.554,0.252,239.4,6.6,2010-05-26 10:41:00,18.0
225,0.228,0.088,241.2,1.0,2009-07-15 12:01:00,1.0
226,0.23,0.076,240.99,1.0,2008-04-09 01:27:00,0.0
227,1.418,0.096,242.71,5.8,2010-08-05 14:03:00,19.0
228,0.206,0.112,240.21,1.0,2007-08-21 01:30:00,0.0
229,0.232,0.116,238.16,1.0,2008-06-29 18:19:00,1.0
230,1.082,0.15,238.7,6.2,2010-11-14 12:03:00,6.0
231,1.236,0.1,234.86,5.2,2007-07-27 16:12:00,17.0
232,1.428,0.104,241.52,5.8,2009-09-04 05:20:00,18.0
233,0.428,0.11,241.15,1.8,2008-11-10 01:02:00,2.0
235,0.324,0.104,242.31,1.4,2008-04-24 14:40:00,2.0
236,1.768,0.17,242.23,7.4,2009-05-20 10:39:00,27.0
237,1.32,0.0,240.68,5.4,2007-02-15 05:26:00,18.0
238,0.312,0.26,241.91,1.6,2009-06-08 18:10:00,1.0
239,0.384,0.098,243.49,1.6,2009-07-18 11:18:00,1.0
240,3.054,0.302,239.25,12.8,2010-11-23 20:12:00,18.0
241,0.196,0.0,241.33,1.0,2010-08-07 12:30:00,1.0
242,1.06,0.372,238.84,4.6,2009-08-20 06:21:00,14.0
243,0.224,0.0,241.78,1.0,2007-10-11 03:13:00,0.0
244,0.246,0.104,241.11,1.2,2007-03-09 06:44:00,0.0
245,0.35,0.116,239.12,1.6,2010-05-26 16:49:00,0.0
246,1.302,0.048,240.41,5.4,2009-12-02 14:12:00,18.0
247,3.628,0.254,233.02,15.6,2007-05-20 23:23:00,54.0
248,1.888,0.194,239.9,7.8,2009-09-04 07:46:00,18.0
249,2.432,0.0,238.5,10.2,2009-04-10 10:45:00,38.0
250,0.19,0.166,246.08,1.0,2008-08-23 22:59:00,1.0
251,0.396,0.234,239.87,1.8,2007-04-14 02:51:00,1.0
252,1.304,0.144,239.61,5.4,2009-06-22 22:16:00,1.0
253,2.068,0.162,235.32,8.8,2006-12-21 19:39:00,18.0
254,0.144,0.0,241.27,0.6,2010-09-16 10:01:00,0.0
255,1.292,0.0,240.14,5.2,2009-09-11 08:27:00,18.0
256,1.92,0.074,238.01,8.0,2008-04-15 11:22:00,19.0
257,2.076,0.112,241.9,8.6,2008-08-31 22:19:00,18.0
258,1.614,0.256,241.25,6.8,2010-01-09 20:29:00,1.0
259,0.288,0.0,241.18,1.2,2008-01-20 01:06:00,0.0
260,2.076,0.226,238.82,9.2,2010-05-30 10:22:00,18.0
261,3.732,0.0,233.85,15.8,2008-05-23 10:14:00,55.0
262,0.08,0.0,239.88,0.2,2008-08-26 18:23:00,1.0
263,1.426,0.174,236.17,6.0,2008-10-14 11:05:00,18.0
264,0.43,0.0,241.97,1.8,2009-05-05 17:41:00,1.0
265,0.354,0.358,241.47,2.0,2007-08-29 03:02:00,2.0
266,0.988,0.114,243.26,4.0,2010-08-11 22:44:00,0.0
268,0.274,0.106,235.04,1.2,2008-04-06 03:30:00,0.0
269,4.044,0.168,242.35,16.8,2009-12-14 21:50:00,45.0
270,5.516,0.074,236.58,23.2,2007-03-04 22:12:00,56.0
271,0.512,0.122,239.7,2.6,2008-05-29 19:50:00,3.0
272,1.416,0.054,238.77,5.8,2009-03-03 13:53:00,17.0
273,1.89,0.056,240.87,9.2,2010-04-23 08:47:00,19.0
274,0.728,0.088,241.11,3.0,2008-09-11 01:18:00,1.0
275,2.51,0.278,241.8,10.4,2007-05-01 03:11:00,1.0
276,0.246,0.0,241.03,1.0,2010-04-26 18:48:00,0.0
277,0.964,0.0,244.97,4.0,2010-12-10 22:58:00,1.0
278,0.34,0.112,245.69,1.6,2008-11-29 04:43:00,1.0
279,2.454,0.0,236.73,10.4,2008-09-17 14:10:00,37.0
280,0.366,0.158,242.5,1.6,2009-06-11 22:23:00,1.0
281,1.334,0.086,241.76,5.4,2008-06-18 20:56:00,19.0
282,0.236,0.0,246.57,1.0,2010-05-04 03:35:00,1.0
283,0.246,0.11,237.78,1.2,2010-07-31 16:15:00,1.0
284,2.54,0.16,232.61,11.0,2008-03-06 22:08:00,17.0
285,1.894,0.244,239.14,8.0,2010-08-10 19:55:00,3.0
286,0.266,0.048,246.6,1.0,2009-07-11 02:50:00,0.0
287,1.692,0.092,245.64,6.8,2010-12-02 23:10:00,20.0
288,0.222,0.0,243.41,1.0,2009-12-03 06:14:00,0.0
289,0.722,0.098,243.98,3.0,2007-03-18 07:13:00,0.0
290,0.292,0.064,244.53,1.2,2007-12-17 02:11:00,0.0
291,0.452,0.244,246.24,2.0,2010-09-03 01:31:00,1.0
292,0.382,0.052,239.95,1.6,2008-07-13 21:10:00,0.0
293,0.244,0.112,241.98,1.0,2010-05-08 07:45:00,3.0
294,2.824,0.0,237.07,11.8,2008-07-09 22:06:00,18.0
295,0.402,0.172,239.04,1.8,2007-04-10 01:41:00,0.0
296,0.252,0.0,244.51,1.0,2010-06-03 03:02:00,1.0
297,0.286,0.086,240.48,1.2,2007-04-14 06:56:00,0.0
298,1.304,0.0,239.83,5.4,2007-11-19 12:27:00,17.0
299,1.454,0.224,240.01,6.0,2007-04-14 23:21:00,19.0
300,1.288,0.086,240.77,5.2,2007-06-18 06:36:00,18.0
301,0.244,0.112,240.05,1.0,2008-06-09 02:48:00,1.0
302,0.254,0.0,241.94,1.0,2010-10-21 10:00:00,1.0
303,3.098,0.082,237.45,13.6,2008-07-14 20:20:00,51.0
304,0.238,0.0,242.32,1.0,2007-01-30 00:35:00,0.0
305,0.54,0.16,241.89,2.2,2010-11-05 15:53:00,1.0
306,0.298,0.082,244.38,1.2,2007-11-25 01:09:00,0.0
307,3.188,0.238,240.4,13.2,2009-11-14 18:21:00,20.0
308,0.388,0.236,245.0,1.8,2008-03-22 00:12:00,2.0
309,1.492,0.132,242.42,6.2,2009-03-31 16:11:00,18.0
310,0.856,0.0,243.64,5.2,2007-01-23 22:51:00,0.0
311,3.584,0.282,232.99,15.4,2007-01-13 22:16:00,20.0
312,1.896,0.136,240.27,7.8,2009-03-30 20:53:00,0.0
313,0.314,0.194,240.83,1.4,2010-09-21 04:36:00,3.0
314,1.56,0.0,241.88,6.4,2008-07-06 09:57:00,18.0
315,0.266,0.0,241.39,1.2,2009-07-04 13:34:00,0.0
316,0.268,0.124,242.12,1.2,2010-08-08 09:51:00,0.0
317,0.574,0.05,238.02,2.4,2010-07-07 12:15:00,1.0
318,0.74,0.262,243.19,3.2,2010-01-01 03:36:00,1.0
319,0.282,0.076,240.78,1.2,2007-04-11 06:32:00,0.0
320,1.322,0.124,238.39,5.4,2007-08-23 08:17:00,19.0
321,0.25,0.0,245.79,1.0,2009-12-25 05:05:00,1.0
322,0.322,0.0,245.98,1.4,2009-04-12 02:54:00,1.0
323,1.896,0.13,242.2,7.8,2010-01-18 06:53:00,20.0
324,1.28,0.22,242.61,5.4,2009-11-24 16:51:00,7.0
325,0.194,0.08,233.83,0.8,2007-07-26 00:29:00,0.0
326,0.432,0.174,242.62,2.0,2008-03-12 04:03:00,1.0
327,1.77,0.056,241.51,7.2,2008-03-26 09:09:00,18.0
328,0.636,0.18,231.84,2.8,2008-02-06 10:40:00,1.0
329,0.11,0.0,241.09,0.8,2008-08-17 13:36:00,1.0
330,0.37,0.252,242.85,1.8,2009-01-07 03:44:00,2.0
331,1.624,0.068,238.82,6.8,2007-08-02 18:13:00,17.0
332,0.282,0.0,242.24,1.2,2009-04-21 16:51:00,0.0
333,0.496,0.18,242.48,2.2,2008-08-11 16:09:00,0.0
334,0.32,0.138,243.94,1.6,2010-06-24 00:10:00,1.0
335,0.664,0.056,233.89,2.8,2007-07-06 16:30:00,0.0
336,1.38,0.222,240.74,5.8,2007-08-07 03:22:00,19.0
337,0.714,0.244,245.93,3.2,2009-06-02 16:40:00,2.0
338,0.284,0.0,243.21,1.2,2009-01-12 13:34:00,1.0
339,1.306,0.064,243.51,5.2,2009-12-01 11:06:00,19.0
340,2.67,0.272,235.84,12.2,2008-03-09 09:21:00,42.0
341,1.362,0.118,241.74,5.6,2007-09-15 08:49:00,18.0
342,0.216,0.0,241.28,1.0,2007-03-04 05:19:00,0.0
343,0.3,0.08,241.16,1.2,2009-05-25 23:17:00,3.0
344,1.34,0.0,237.69,5.6,2009-09-05 08:27:00,18.0
345,1.528,0.148,237.43,6.4,2007-02-02 10:46:00,17.0
346,0.176,0.0,244.02,0.8,2010-06-13 06:48:00,1.0
347,0.386,0.078,240.14,1.6,2009-12-06 15:10:00,0.0
348,0.238,0.116,243.39,1.0,2010-02-08 15:26:00,1.0
349,4.536,0.34,236.25,19.2,2010-05-30 20:07:00,55.0
350,1.66,0.066,241.63,6.8,2008-03-03 15:52:00,18.0
351,0.216,0.118,239.65,1.0,2009-01-08 12:18:00,1.0
352,2.564,0.204,234.82,10.8,2010-11-14 18:19:00,18.0
353,0.378,0.092,243.68,1.6,2010-08-26 20:36:00,0.0
354,0.236,0.084,240.84,1.0,2010-07-28 21:32:00,1.0
355,0.232,0.0,244.31,1.0,2007-12-13 05:08:00,0.0
356,0.268,0.046,240.65,1.0,2008-10-19 06:04:00,0.0
357,0.182,0.154,241.84,1.0,2008-10-08 02:47:00,0.0
358,0.638,0.0,239.42,2.6,2008-09-07 11:04:00,1.0
359,2.944,0.0,238.19,12.6,2006-12-19 09:10:00,46.0
360,0.458,0.162,228.32,2.2,2007-07-20 15:01:00,1.0
361,4.01,0.122,237.1,16.8,2007-02-20 07:20:00,17.0
362,0.576,0.25,240.32,2.8,2008-09-23 14:16:00,0.0
363,0.226,0.0,238.45,1.0,2007-02-02 12:23:00,0.0
364,0.24,0.11,239.39,1.0,2008-06-09 04:35:00,1.0
365,0.304,0.092,244.38,1.2,2009-05-10 04:42:00,2.0
366,1.384,0.102,239.73,5.8,2007-03-02 10:35:00,18.0
367,0.32,0.226,241.68,1.6,2009-12-08 18:56:00,2.0
368,0.228,0.0,243.55,1.0,2008-03-02 04:10:00,0.0
369,0.448,0.208,241.44,2.0,2010-05-30 15:01:00,2.0
370,0.54,0.312,242.13,2.6,2010-01-24 01:10:00,2.0
371,1.826,0.188,237.91,7.6,2008-11-25 18:19:00,0.0
372,0.302,0.088,239.28,1.4,2007-09-23 10:45:00,2.0
373,1.518,0.256,241.58,6.2,2008-01-04 22:39:00,19.0
374,1.57,0.19,237.92,6.6,2009-10-25 17:25:00,19.0
375,0.6,0.086,241.14,2.4,2009-09-22 17:17:00,1.0
376,0.314,0.086,249.43,1.4,2009-11-01 05:22:00,1.0
377,0.222,0.048,243.38,1.0,2007-11-26 03:47:00,0.0
378,2.582,0.074,237.33,10.8,2009-03-12 07:44:00,18.0
379,0.302,0.11,242.59,1.2,2007-01-11 06:39:00,0.0
380,0.902,0.15,240.88,3.8,2010-01-05 17:53:00,12.0
381,4.482,0.274,236.82,19.0,2009-08-05 18:55:00,69.0
382,0.46,0.07,244.65,1.8,2010-11-05 13:58:00,0.0
383,1.28,0.094,240.2,5.2,2007-12-07 17:45:00,20.0
384,0.214,0.054,242.54,0.8,2007-04-10 23:44:00,0.0
385,1.124,0.14,242.46,4.8,2008-08-04 21:34:00,2.0
386,1.336,0.206,240.6,5.6,2009-07-23 11:55:00,20.0
387,0.082,0.0,242.85,0.2,2008-08-13 02:43:00,1.0
388,0.498,0.272,245.19,2.2,2009-08-04 19:40:00,3.0
389,0.184,0.088,237.28,0.8,2007-08-31 13:12:00,0.0
390,0.304,0.254,242.62,1.6,2009-12-08 04:34:00,2.0
391,2.242,0.0,241.65,9.2,2010-01-29 08:37:00,19.0
392,0.442,0.226,243.65,2.0,2009-11-25 03:33:00,0.0
393,0.434,0.23,240.46,2.0,2008-11-10 01:04:00,1.0
394,0.278,0.08,245.94,1.2,2007-01-03 22:54:00,0.0
395,2.506,0.0,240.86,10.4,2007-10-27 08:27:00,18.0
396,1.356,0.086,240.6,5.6,2010-03-06 15:02:00,19.0
397,0.282,0.104,240.72,1.2,2009-06-09 14:14:00,4.0
398,0.232,0.094,240.85,1.0,2008-05-15 10:22:00,1.0
399,0.504,0.046,240.14,2.0,2009-05-10 18:03:00,0.0
400,0.244,0.0,241.84,1.0,2009-05-11 06:09:00,0.0
